"fish.id","tray","tray.position","sample.mass.mg","c.content.mg","c.content.perc","d13C","n.content.mg","n.content.perc","d15N","c.n","duplicate","X","dissection.date","student.name","species","site","collection.date","weight.g","tl.mm","sl.mm","fl.mm","liver","stomach.contents","note","ground","packaged","ran.on.ea","month","season","month.year","east_vs_west","in_vs_out","distance","shoal.spot"
"PIN058","250619_BOEM_PIN_2","D6",0.85,0.37,43.69,-16.9,0.12,14.04,9.83,3.11,"",NA,"10/1/24","Dannette","Pinfish","EI1",24-08-12,"33.4","130","97","117","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN059","250619_BOEM_PIN_2","D7",0.75,0.33,44.08,-19.9,0.1,13.99,11.77,3.15,"",NA,"10/1/24","Lindsey","Pinfish","EI1",24-08-12,"66.9","176","142","162","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN060","250619_BOEM_PIN_2","D8",0.86,0.37,43.72,-16.96,0.12,13.9,10.49,3.14,"",NA,"10/1/24","Dannette","Pinfish","EI1",24-08-12,"58.7","175","134","155","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN061","250619_BOEM_PIN_2","D9",0.94,0.4,43.04,-18.64,0.13,13.9,12.66,3.1,"Y",NA,"10/1/24","Lindsey","Pinfish","EI1",24-08-12,"36.8","134","105","122","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN062","250622_BOEM_PIN_3","A9",0.67,0.29,43.93,-17.25,0.09,13.94,10.08,3.15,"Y",NA,"10/1/24","Lindsey","Pinfish","EI1",24-08-12,"46.1","141","115","134","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN063","250622_BOEM_PIN_3","A11",0.77,0.34,43.83,-17.35,0.11,14.06,11.26,3.12,"",NA,"10/1/24","Lindsey","Pinfish","EI1",24-08-12,"30.9","128","105","122","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN064","250622_BOEM_PIN_3","A12",0.72,0.32,44.64,-18.51,0.1,13.95,10.97,3.2,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-08-12,"67","170","127","155","Y","N","","Y","","","August","Summer","August-24","East","In","midshore","East.In"
"PIN065","250622_BOEM_PIN_3","B1",0.77,0.34,44.38,-17.87,0.11,13.95,10.33,3.18,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-08-12,"69.7","175","134","159","Y","N","","Y","","","August","Summer","August-24","East","In","midshore","East.In"
"PIN066","250622_BOEM_PIN_3","B2",0.75,0.33,44.6,-18.47,0.1,13.97,10.78,3.19,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-08-12,"85.5","186","143","170","Y","N","","Y","","","August","Summer","August-24","East","In","midshore","East.In"
"PIN067","250622_BOEM_PIN_3","B5",0.72,0.32,44.63,-18.25,0.1,14.13,11.09,3.16,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-08-12,"85.6","190","145","171","Y","N","","Y","","","August","Summer","August-24","East","In","midshore","East.In"
"PIN068","250622_BOEM_PIN_3","B6",0.67,0.3,44.68,-18.99,0.09,14.13,11.17,3.16,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-08-12,"68.7","179","139","162","Y","N","","Y","","","August","Summer","August-24","East","In","midshore","East.In"
"PIN069","250622_BOEM_PIN_3","B7",0.68,0.3,44.49,-18.89,0.09,13.9,11.2,3.2,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"61.2","161","126","141","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN070","250622_BOEM_PIN_3","B8",0.79,0.35,44.04,-19.52,0.11,13.83,11.04,3.18,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-05-22,"55.9","159","120","142","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN071","250622_BOEM_PIN_3","B9",0.77,0.34,44.1,-21.64,0.11,13.87,11.23,3.18,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"49.4","152","121","132","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN072","250622_BOEM_PIN_3","C1",0.76,0.33,43.63,-19.39,0.1,13.74,11.54,3.18,"",NA,"10/4/24","Dannette","Pinfish","EI2",24-05-22,"65.3","170","129","155","Y","Larval fish found","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN073","250622_BOEM_PIN_3","C2",0.72,0.32,44.25,-21.4,0.1,13.93,10.7,3.18,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"68.8","170","132","163","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN074","250622_BOEM_PIN_3","C3",0.73,0.32,44.64,-21.52,0.1,13.95,10.86,3.2,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"56.4","151","119","131","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN075","250622_BOEM_PIN_3","C4",0.71,0.31,44.08,-19.29,0.1,13.9,11.39,3.17,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"61.2","163","129","141","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN076","250622_BOEM_PIN_3","C5",0.71,0.31,44.05,-19.11,0.1,13.83,11.86,3.19,"",NA,"10/4/24","EG","Pinfish","EI2",24-05-22,"67.6","164","130","149","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN077","250622_BOEM_PIN_3","C6",0.71,0.31,43.99,-23.26,0.1,13.75,12.61,3.2,"",NA,"10/7/24","EG","Pinfish","EI2",24-05-22,"41.3","139","109","134","Y","N","","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN078","250622_BOEM_PIN_3","C9",0.66,0.3,44.98,-18.71,0.09,13.71,10.56,3.28,"",NA,"10/7/24","EG","Pinfish","EI2",24-05-22,"69.6","173","130","154","Y","N","bloody muscle","Y","","","May","Spring","May-24","East","In","midshore","East.In"
"PIN079","250622_BOEM_PIN_3","C10",0.65,0.29,44.28,-17.96,0.09,13.95,13.49,3.17,"",NA,"10/7/24","EG","Pinfish","WI2",24-08-13,"52.1","145","114","131","Y","~8 anchovies ","","Y","","","August","Summer","August-24","West","In","midshore","West.In"
"PIN080","250622_BOEM_PIN_3","C11",0.71,0.31,43.51,-25.62,0.1,13.8,12.78,3.15,"",NA,"10/7/24","EG","Pinfish","WI2",24-08-13,"24.1","119","94","106","Y","N","","Y","","","August","Summer","August-24","West","In","midshore","West.In"
"PIN081","250622_BOEM_PIN_3","C12",0.62,0.27,42.75,-17.78,0.09,13.72,11.33,3.12,"",NA,"10/7/24","EG","Pinfish","WO1",24-08-13,"28.6","127","100","117","Y","N","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN082","250622_BOEM_PIN_3","D1",0.75,0.33,43.39,-17.61,0.1,13.91,11.69,3.12,"",NA,"10/8/24","Dannette","Pinfish","WO1",24-08-13,"34.3","127","95","119","Y","2 Anchovies & 1 Shell","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN083","250622_BOEM_PIN_3","D5",0.72,0.31,43.69,-17.61,0.1,13.98,10.27,3.13,"",NA,"10/8/24","Lindsey","Pinfish","WO1",24-08-13,"28.5","125","99","117","Y","Y","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN084","250622_BOEM_PIN_3","D6",0.7,0.31,43.51,-17.01,0.1,13.99,10.22,3.11,"",NA,"10/8/24","Lindsey","Pinfish","WO1",24-08-13,"27.5","127","103","119","Y","Y","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN085","250622_BOEM_PIN_3","D7",0.68,0.3,43.73,-17.49,0.09,13.92,11.93,3.14,"",NA,"10/8/24","Dannette","Pinfish","WO1",24-08-13,"37.6","132","104","120","Y","N","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN086","250622_BOEM_PIN_3","D8",0.66,0.28,43.01,-17.93,0.09,13.82,10.87,3.11,"",NA,"10/8/24","Dannette","Pinfish","WO1",24-08-13,"27.5","125","94","113","Y","2 Anchovies","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN087","250622_BOEM_PIN_3","D9",0.69,0.3,43.97,-17.57,0.1,13.98,10.64,3.14,"Y",NA,"10/8/24","Lindsey","Pinfish","WO1",24-08-13,"35.3","135","109","125","Y","Y","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN088","250714_BOEM_PIN_4","A9",0.69,0.3,44.13,-17.54,0.1,13.92,11.07,3.17,"Y",NA,"10/8/24","Dannette","Pinfish","WO1",24-08-13,"36.1","135","101","123","Y","N","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN089","250714_BOEM_PIN_4","A11",0.74,0.33,43.94,-17.85,0.1,13.85,10.48,3.17,"",NA,"10/8/24","Dannette","Pinfish","WO1",24-08-13,"32","133","97","119","Y","N","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN090","250714_BOEM_PIN_4","A12",0.68,0.25,36.52,-17.72,0.08,11.73,11.04,3.11,"",NA,"10/8/24","Lindsey","Pinfish","WO1",24-08-13,"27.8","121","96","112","Y","2 Anchovies & 1 Shell","","Y","","","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN091","250714_BOEM_PIN_4","B1",0.77,0.34,43.9,-20.44,0.11,13.76,10.95,3.19,"",NA,"10/14/24","EG","Pinfish","EO2",24-05-22,"84.5","168","131","151","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN092","250714_BOEM_PIN_4","B2",0.73,0.33,44.98,-20.54,0.1,14.19,11.38,3.17,"",NA,"10/14/24","EG","Pinfish","EO2",24-05-22,"72.8","174","136","150","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN093","250714_BOEM_PIN_4","B5",0.72,0.31,42.44,-18.7,0.09,13.07,11.26,3.25,"",NA,"10/14/24","EG","Pinfish","EO2",24-05-22,"67.7","160","126","146","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN094","250714_BOEM_PIN_4","B6",0.78,0.35,44.72,-19.89,0.11,13.93,10.9,3.21,"",NA,"10/14/24","EG","Pinfish","EO2",24-05-22,"74.1","172","137","155","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN095","250714_BOEM_PIN_4","B7",0.76,0.33,43.2,-16.24,0.1,13.28,9.68,3.25,"",NA,"10/14/24","EG","Pinfish","EO2",24-05-22,"67","165","132","150","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN096","250714_BOEM_PIN_4","B8",0.79,0.35,44,-18.27,0.11,13.64,10.71,3.23,"",NA,"10/15/24","Dannette","Pinfish","EO2",24-05-22,"69.5","175","131","155","Y","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN097","250714_BOEM_PIN_4","B9",0.69,0.3,42.57,-19.54,0.09,13.16,11.12,3.24,"",NA,"10/15/24","Lindsey","Pinfish","EO2",24-05-22,"73","170","135","155","Y","Y","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN098","250714_BOEM_PIN_4","C1",0.76,0.33,43.72,-19.63,0.1,13.64,11.33,3.21,"",NA,"10/15/24","Dannette","Pinfish","EO2",24-05-22,"68.5","174","130","154","N","N","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN099","250714_BOEM_PIN_4","C2",0.73,0.32,44.06,-17.73,0.1,13.74,10.35,3.21,"",NA,"10/15/24","Lindsey","Pinfish","EO2",24-05-22,"70.7","166","133","154","Y","Y","","Y","","","May","Spring","May-24","East","Out","midshore","East.Out"
"PIN100","250714_BOEM_PIN_4","C3",0.75,0.33,43.77,-16.52,0.1,13.69,10.13,3.2,"",NA,"11/5/24","Lindsey","Pinfish","EI1",24-05-22,"27.5","122","95","110","Y","Y","","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN101","250714_BOEM_PIN_4","C4",0.77,0.33,43.41,-18.15,0.1,13.58,10.16,3.2,"",NA,"11/8/24","Dannette","Pinfish","EI1",24-05-22,"23.1","118","94","110","Y","Y","","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN102","250714_BOEM_PIN_4","C5",0.81,0.35,43.64,-18.74,0.11,13.58,11.85,3.21,"",NA,"11/8/24","Dannette","Pinfish","EI1",24-05-22,"19.8","106","85","100","Y","Y","","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN103","250714_BOEM_PIN_4","C6",0.74,0.32,43.57,-18.61,0.1,13.62,9.33,3.2,"",NA,"11/8/24","Dannette","Pinfish","EI1",24-05-22,"23.8","115","90","107","Y","Y","","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN104","250714_BOEM_PIN_4","C9",0.78,0.34,43.72,-18.14,0.11,13.69,10.7,3.19,"",NA,"11/8/24","Dannette","Pinfish","EI1",24-05-22,"22.6","110","89","105","Y","Y","","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN105","250714_BOEM_PIN_4","C10",0.8,0.35,43.48,-17.92,0.11,13.59,12.46,3.2,"",NA,"11/8/24","Dannette","Pinfish","EI1",24-05-22,"24.7","115","95","111","Y","Y","no gonads","Y","","","May","Spring","May-24","East","In","inshore","East.In"
"PIN106","250714_BOEM_PIN_4","C11",0.75,0.33,44.48,-18.15,0.1,13.73,10.11,3.24,"",NA,"11/12/24","Dannette","Pinfish","EO1",24-08-12,"90.3","195","155","180","Y","Y","","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN107","250714_BOEM_PIN_4","C12",0.72,0.32,43.9,-18.37,0.1,13.63,9.66,3.22,"",NA,"11/12/24","Lindsey","Pinfish","EO1",24-08-12,"95.4","197","158","177","Y","Y","","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN108","250714_BOEM_PIN_4","D1",0.72,0.32,43.65,-18.1,0.1,13.66,9.64,3.19,"",NA,"11/12/24","Dannette","Pinfish","EO1",24-08-12,"107.2","200","158","186","Y","Y","","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN109","250714_BOEM_PIN_4","D5",0.73,0.32,43.51,-17.8,0.1,13.69,10.48,3.18,"",NA,"11/12/24","Lindsey","Pinfish","EO1",24-08-12,"77.2","189","158","171","Y","Y","No gonads","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN110","250714_BOEM_PIN_4","D6",0.73,0.33,44.59,-18.8,0.1,13.76,10.32,3.24,"",NA,"11/12/24","Dannette","Pinfish","EO1",24-08-12,"80.5","186","143","170","Y","Y","","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN111","250714_BOEM_PIN_4","D7",0.73,0.32,43.81,-18.11,0.1,13.76,11.16,3.18,"",NA,"11/12/24","Lindsey","Pinfish","EO1",24-08-12,"66","175","135","156","Y","Y","","Y","","","August","Summer","August-24","East","Out","inshore","East.Out"
"PIN112","250714_BOEM_PIN_4","D8",0.72,0.31,43.17,-19.04,0.1,13.55,10.75,3.19,"",NA,"1/6/25","Sam","Pinfish","WO1",24-11-08,"58.1","157","122","145","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN113","250714_BOEM_PIN_4","D9",0.76,0.33,43.84,-17.91,0.1,13.63,11.56,3.22,"Y",NA,"1/6/25","Sam","Pinfish","WO1",24-11-08,"69.9","164","130","151","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN114","250825_BOEM_PIN_5","A9",0.71,0.31,43.86,-17.51,0.1,14.01,9.75,3.13,"Y",NA,"1/6/25","Cole","Pinfish","WO1",24-11-08,"48","142","112","131","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN115","250825_BOEM_PIN_5","A11",0.66,0.26,39.83,-18.95,0.08,12.41,9.87,3.21,"",NA,"1/6/25","Sam","Pinfish","WO1",24-11-08,"77.2","170","134","157","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN116","250825_BOEM_PIN_5","A12",0.65,0.28,43.87,-18.11,0.09,13.87,10.06,3.16,"",NA,"1/6/25","Cole","Pinfish","WO1",24-11-08,"55","153","121","136","Y","clam, sea star, mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN117","250825_BOEM_PIN_5","B1",0.7,0.36,50.91,-17.63,0.11,16.4,8.5,3.1,"",NA,"1/6/25","Cole","Pinfish","WO1",24-11-08,"63","162","118","144","Y","2 crabs, mush, hermit crab?","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN118","250825_BOEM_PIN_5","B2",0.68,0.26,37.84,-19.07,0.08,12.08,9.36,3.13,"",NA,"1/6/25","Sam","Pinfish","WO1",24-11-08,"80.4","176","137","155","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN119","250825_BOEM_PIN_5","B5",0.69,0.3,43.51,-18.04,0.1,13.92,10.45,3.13,"",NA,"1/6/25","Cole","Pinfish","WO1",24-11-08,"47","143","108","129","Y","mush sand","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN120","250825_BOEM_PIN_5","B6",0.69,0.31,44.36,-18.09,0.1,14,10.07,3.17,"",NA,"1/6/25","Sam","Pinfish","WO1",24-11-08,"79.9","170","135","156","Y","mush","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN121","250825_BOEM_PIN_5","B7",0.71,0.29,41.06,-17.86,0.09,13.11,11.02,3.13,"",NA,"1/6/25","Cole","Pinfish","WO1",24-11-08,"52.8","153","118","138","Y","mush, worm?","","Y","","","November","Autumn","November-24","West","Out","inshore","West.Out"
"PIN122","250825_BOEM_PIN_5","B8",0.66,0.29,44.23,-17.47,0.09,13.93,9.59,3.18,"",NA,"3/10/25","Cole","Pinfish","WO2",24-02-26,"58.7","162","124","149","Y","-","","Y","","","February","Winter","February-24","West","Out","midshore","West.Out"
"PIN123","250825_BOEM_PIN_5","B9",0.74,0.13,17.82,-15.37,0.04,5.67,12.88,3.14,"",NA,"3/10/25","Cole","Pinfish","WO2",24-02-26,"51.4","152","120","142","Y","unknown crustacean?","","Y","","","February","Winter","February-24","West","Out","midshore","West.Out"
"PIN124","250825_BOEM_PIN_5","C1",0.68,0.3,43.72,-14.22,0.09,13.84,7.58,3.16,"",NA,"3/10/25","Cole","Pinfish","WO2",24-02-26,"52.4","152","116","141","Y","mush, clam","","Y","","","February","Winter","February-24","West","Out","midshore","West.Out"
"PIN125","250825_BOEM_PIN_5","C2",0.71,0.3,42.2,-20.35,0.09,13.4,9.04,3.15,"",NA,"3/10/25","Cole","Pinfish","WO2",24-02-26,"33.1","133","102","123","N","-","","Y","","","February","Winter","February-24","West","Out","midshore","West.Out"
"PIN126","250825_BOEM_PIN_5","C3",0.67,0.29,43.09,-17.88,0.09,13.84,9.28,3.11,"",NA,"3/10/25","Cole","Pinfish","WO2",24-02-26,"45.2","149","116","139","Y","unknown","","Y","","","February","Winter","February-24","West","Out","midshore","West.Out"
"PIN127","250825_BOEM_PIN_5","C4",0.78,0.33,42.94,-18.64,0.11,13.72,8.57,3.13,"",NA,"3/26/25","Cole","Pinfish","WI1",24-02-26,"13.5","99","76","91","Y","mush","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN128","250825_BOEM_PIN_5","C5",0.77,0.34,43.69,-14.87,0.11,13.9,5.9,3.14,"",NA,"3/26/25","Cole","Pinfish","WI1",24-02-26,"15.4","103","80","91","Y","shrimp larave","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN129","250825_BOEM_PIN_5","C6",0.76,0.33,43.63,-15.3,0.1,13.79,6.57,3.16,"",NA,"3/26/25","Cole","Pinfish","WI1",24-02-26,"11.7","94","76","91","Y","larva?","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN130","250825_BOEM_PIN_5","C9",0.7,0.31,43.98,-15.47,0.1,13.9,8.75,3.16,"",NA,"3/26/25","Cole","Pinfish","WI1",24-02-26,"12.2","94","75","89","Y","-","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN131","250825_BOEM_PIN_5","C10",0.65,0.48,73.17,-16.68,0.15,23.32,4.16,3.14,"",NA,"3/26/25","Dannette","Pinfish","WI1",24-02-26,"7.8","84","65","77","Y","mush","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN132","250825_BOEM_PIN_5","C11",0.75,0.32,42.8,-16.5,0.1,13.38,7.12,3.2,"",NA,"3/26/25","Dannette","Pinfish","WI1",24-02-26,"7.5","80","68","-","Y","-","broken tail","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN133","250825_BOEM_PIN_5","C12",0.65,0.28,42.58,-14.79,0.09,13.32,6.99,3.2,"",NA,"3/26/25","Lindsey","Pinfish","WI1",24-02-26,"7.5","81","63","-","Y","mush","broken tail","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN134","250825_BOEM_PIN_5","D1",0.77,0.33,43.44,-14.6,0.11,13.77,6.99,3.15,"",NA,"3/26/25","Dannette","Pinfish","WI1",24-02-26,"11.2","94","75","90","Y","-","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN135","250825_BOEM_PIN_5","D5",0.67,0.28,42.71,-15.67,0.09,13.28,6.73,3.22,"",NA,"3/26/25","Lindsey","Pinfish","WI1",24-02-26,"8.4","84","67","79","Y","mush","","Y","","","February","Winter","February-24","West","In","inshore","West.In"
"PIN136","250825_BOEM_PIN_5","D6",0.76,0.33,44.34,-12.64,0.1,13.88,5.66,3.2,"",NA,"3/27/25","Cole","Pinfish","WO1",24-02-26,"19.7","109","86","106","Y","-","","Y","","","February","Winter","February-24","West","Out","inshore","West.Out"
"PIN137","250825_BOEM_PIN_5","D7",0.69,0.3,44.31,-11.71,0.1,13.85,5.68,3.2,"",NA,"3/27/25","Cole","Pinfish","WO1",24-02-26,"16.6","102","83","99","Y","-","","Y","","","February","Winter","February-24","West","Out","inshore","West.Out"
"PIN138","250825_BOEM_PIN_5","D8",0.71,0.31,43.74,-21.25,0.1,13.75,8.7,3.18,"",NA,"3/27/25","Cole","Pinfish","WO1",24-02-26,"20.2","110","85","105","Y","-","","Y","","","February","Winter","February-24","West","Out","inshore","West.Out"
"PIN139","250825_BOEM_PIN_5","D9",0.73,0.31,43.06,-13.4,0.1,13.47,5.89,3.2,"Y",NA,"3/27/25","Cole","Pinfish","WO1",24-02-26,"12.5","94","76","92","Y","-","","Y","","","February","Winter","February-24","West","Out","inshore","West.Out"
"PIN192","250823_BOEM_PIN_8","A9",0.78,0.35,44.68,-24.24,0.11,14.21,11.34,3.14,"Y",NA,"6/26/25","Cheyenne","Pinfish","EI2",25-03-03,"41.3","142","109","133","Y","mush","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN193","250823_BOEM_PIN_8","A11",0.77,0.34,43.92,-16.35,0.11,13.71,9.15,3.2,"",NA,"6/26/25","Ava","Pinfish","EI2",25-03-03,"18.6","105","81","89","Y","mush","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN194","250823_BOEM_PIN_8","A12",0.62,0.27,43.81,-18.69,0.09,13.81,10.58,3.17,"",NA,"6/26/25","Cheyenne","Pinfish","EI2",25-03-03,"20.2","115","88","109","Y","mush ","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN195","250823_BOEM_PIN_8","B1",0.76,0.34,43.86,-21.33,0.1,13.73,12.37,3.19,"",NA,"6/26/25","Sophia ","Pinfish","EI2",25-03-03,"18","113","91","102","Y","mush ","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN196","250823_BOEM_PIN_8","B2",0.73,0.32,43.58,-17.22,0.1,13.78,10.49,3.16,"",NA,"6/26/25","Ava ","Pinfish","EI2",25-03-03,"19.4","111","85","92","Y","mush ","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN197","250823_BOEM_PIN_8","B5",0.78,0.35,44.7,-14.92,0.11,14.02,10.12,3.19,"",NA,"6/26/25","Cheyenne","Pinfish","EI2",25-03-03,"14.8","104","76","97","Y","mush","","Y","","","March","Spring","March-25","East","In","midshore","East.In"
"PIN198","250823_BOEM_PIN_8","B6",0.66,0.29,44.81,-17,0.09,14.01,8.48,3.2,"",NA,"6/30/25","Dalton","Pinfish","EO2",25-03-03,"32.9","133","105","124","Y","- ","","Y","","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN199","250823_BOEM_PIN_8","B7",0.74,0.33,44.46,-16.44,0.1,13.71,8.34,3.24,"",NA,"6/30/25","Dannette","Pinfish","EO2",25-03-03,"31","121","98","115","Y","veg","","Y","","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN200","250823_BOEM_PIN_8","B8",0.76,0.35,45.75,-18.68,0.11,14.26,9.99,3.21,"",NA,"6/30/25","Dalton","Pinfish","EO2",25-03-03,"18.7","109","87","104","-","- ","","Y","","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN201","250823_BOEM_PIN_8","B9",0.78,0.35,44.49,-21.76,0.11,13.9,10.9,3.2,"",NA,"6/30/25","Dannette","Pinfish","EO2",25-03-03,"19.3","111","85","110","Y","mush + shells","","Y","","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN202","250823_BOEM_PIN_8","C1",0.77,0.34,43.83,-18.54,0.1,13.49,10.1,3.25,"",NA,"6/30/25","Dannette","Pinfish","EO2",25-03-03,"20","110","86","101","Y","mush","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN203","250823_BOEM_PIN_8","C2",0.77,0.33,43.34,-15.41,0.11,13.75,7.43,3.15,"",NA,"6/30/25","Dalton","Pinfish","EO2",25-03-03,"15.6","109","85","104","Y","mush","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN204","250823_BOEM_PIN_8","C3",0.72,0.32,44.53,-17.99,0.1,13.66,11.61,3.26,"",NA,"6/30/25","Dannette","Pinfish","EO2",25-03-03,"34.6","135","105","122","Y","- ","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN205","250823_BOEM_PIN_8","C4",0.77,0.34,44.48,-22.31,0.11,13.75,10.83,3.24,"",NA,"6/30/25","Dalton","Pinfish","EO2",25-03-03,"28.4","121","95","115","Y","- ","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN206","250823_BOEM_PIN_8","C5",0.76,0.34,45.21,-22.45,0.11,14.03,8.52,3.22,"",NA,"6/30/25","Dannette","Pinfish","EO2",25-03-03,"26.2","125","95","112","Y","veg","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN207","250823_BOEM_PIN_8","C6",0.74,0.32,43.66,-22.33,0.1,13.41,9.29,3.26,"",NA,"6/30/25","Dalton","Pinfish","EO2",25-03-03,"19.8","111","87","104","Y","mush","","Y","Y","","March","Spring","March-25","East","Out","midshore","East.Out"
"PIN208","250823_BOEM_PIN_8","C9",0.74,0.33,44.76,-18.91,0.1,13.91,11.46,3.22,"",NA,"6/30/25","Dannette","Pinfish","WI3",25-04-10,"70.3","170","132","153","Y","- ","","Y","Y","","April","Spring","April-25","West","In","offshore","West.In"
"PIN209","250823_BOEM_PIN_8","C10",0.72,0.34,46.65,-19.57,0.1,14.36,9.87,3.25,"",NA,"6/30/25","Dannette","Pinfish","WI3",25-04-10,"81.4","183","139","158","Y","- ","","Y","Y","","April","Spring","April-25","West","In","offshore","West.In"
"PIN210","250823_BOEM_PIN_8","C11",0.69,0.32,45.63,-17.1,0.1,13.96,8.81,3.27,"",NA,"6/30/25","Dalton","Pinfish","WI3",25-04-10,"102.8","194","147","175","Y","mush","","Y","Y","","April","Spring","April-25","West","In","offshore","West.In"
